"","Segment","Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll"
"2465",4,45522,0,10728,13,0,0,3197
"2466",3,66524,0,34682,23,0,0,3188
"2467",1,38411,0,500,1,500,1,3190
"2468",4,38137,0,11050,3,50,1,3182
"2469",1,22077,0,1385,4,0,0,3187
"2470",4,65784,0,10953,50,0,0,3169
"2471",4,95916,0,11845,11,0,0,3182
"2472",4,122164,0,9944,16,0,0,3182
"2473",2,307149,2562,58008,19,650,2,3173
"2474",2,200089,4727,75019,21,300,2,3166
"2475",3,161453,0,38956,44,0,0,3158
"2476",3,135568,0,40051,21,0,0,3166
"2477",4,98339,0,16336,13,0,0,3145
"2478",4,26103,0,13692,18,0,0,3151
"2479",1,11133,0,0,0,0,0,3147
"2480",3,7011,0,19791,16,0,0,3152
"2481",4,177232,0,14787,13,0,0,3137
"2482",3,29298,0,24656,13,0,0,3141
"2483",3,35304,0,30532,13,0,0,3131
"2484",1,14952,0,250,1,250,1,3099
"2485",4,163315,0,8035,29,0,0,3120
"2486",1,23649,0,3250,16,0,0,3176
"2487",1,4460,0,4741,14,1816,1,3113
"2488",3,169794,0,22824,19,767,2,3119
"2489",1,23781,0,50,1,50,1,3085
"2490",2,704113,0,98119,23,0,0,3082
"2491",3,34942,0,19016,13,0,0,3089
"2492",1,5970,0,1000,1,0,0,3091
"2493",1,192246,0,3170,5,500,1,3083
"2494",3,34103,0,34630,16,0,0,3115
"2495",3,142152,0,19464,13,0,0,3088
"2496",1,12713,0,0,0,0,0,3077
"2497",1,28848,0,0,0,0,0,3069
"2498",1,10940,0,0,0,0,0,3062
"2499",1,24372,0,255,1,255,1,3064
"2500",1,29005,0,90,3,0,0,3060
"2501",2,215155,0,57130,15,0,0,3069
"2502",1,30062,5368,7373,10,4373,8,3057
"2503",1,13117,0,1972,3,0,0,3027
"2504",3,86341,0,20991,16,0,0,3053
"2505",4,142810,0,8000,4,0,0,3049
"2506",3,8399,0,21136,13,0,0,3052
"2507",3,120622,0,25675,14,500,1,3040
"2508",4,86150,0,7600,34,100,1,3011
"2509",1,14079,0,6503,16,0,0,2999
"2510",4,10036,0,13959,16,0,0,3030
"2511",1,80737,0,2845,5,150,1,3028
"2512",1,25435,0,7147,32,0,0,3027
"2513",1,241165,0,1700,3,200,2,3000
"2514",3,85826,0,33678,29,0,0,3026
"2515",4,654,0,14967,10,0,0,3022
"2516",1,11525,0,0,0,0,0,3008
"2517",1,40204,0,850,3,350,2,3006
"2518",1,22963,0,0,0,0,0,2998
"2519",1,47165,0,4545,4,0,0,2992
"2520",2,103240,0,44627,29,50,1,2993
"2521",1,61737,0,6789,12,0,0,2921
"2522",1,25766,0,2548,16,100,2,2973
"2523",3,147090,0,35511,31,1800,16,2927
"2524",1,79333,0,1500,3,1500,3,2977
"2525",1,4923,0,305,2,0,0,2985
"2526",2,56687,0,48989,28,0,0,2973
"2527",3,326704,0,37408,19,0,0,2962
"2528",3,45149,0,21292,10,0,0,2949
"2529",1,57477,0,2607,4,0,0,3038
"2530",1,48265,0,1000,1,0,0,2951
"2531",1,34249,0,4100,12,0,0,2951
"2532",2,210491,0,48287,18,0,0,2958
"2533",4,25671,0,10513,12,0,0,2945
"2534",3,191583,0,25675,18,0,0,2950
"2535",4,90332,0,12845,25,0,0,2927
"2536",3,53532,0,30808,18,0,0,2927
"2537",1,71507,0,3750,6,0,0,2934
"2538",1,35196,0,0,0,0,0,2922
"2539",4,30034,0,15816,6,0,0,2908
"2540",2,47787,0,47223,21,450,1,2921
"2541",1,46967,0,2000,9,0,0,2888
"2542",4,103615,0,13668,15,1300,11,2896
"2543",1,5110,0,0,0,0,0,2901
"2544",2,128927,0,61165,14,0,0,2882
"2545",1,5000,0,5000,1,0,0,2893
"2546",3,126701,0,20636,15,0,0,2878
"2547",1,34855,0,230,3,0,0,2882
"2548",1,34464,0,5312,5,0,0,2886
"2549",2,86638,0,45861,13,0,0,2867
"2550",2,140398,0,118013,26,1100,4,2972
"2551",1,65812,0,185,2,0,0,2854
"2552",4,34177,1754,7072,16,350,1,2867
"2553",3,58195,0,24808,13,0,0,2838
"2554",4,34781,0,11270,12,0,0,2859
"2555",4,22457,0,17579,15,0,0,2858
"2556",1,19996,0,500,1,0,0,3217
"2557",1,26256,0,2000,9,0,0,2847
"2558",4,42966,0,7734,6,0,0,2840
"2559",1,3129,0,0,0,0,0,2840
"2560",3,138008,5368,34178,14,200,1,2962
"2561",1,9611,0,2250,3,0,0,2845
"2562",3,40702,0,39897,14,0,0,2826
"2563",4,105579,0,16332,12,0,0,2830
"2564",1,46654,0,3215,6,0,0,2830
"2565",4,518960,0,15700,8,200,1,2819
"2566",4,39715,0,17388,12,0,0,2826
"2567",1,199,0,0,0,0,0,2822
"2568",4,6345,0,7719,18,0,0,2805
"2569",1,72598,0,6090,8,1100,1,2804
"2570",1,59805,0,2900,7,1700,5,2802
"2571",1,10307,0,0,0,0,0,2808
"2572",4,37997,0,11073,5,0,0,2805
"2573",4,102083,0,12978,14,150,2,2780
"2574",3,104632,0,26700,10,1200,7,2791
"2575",1,18260,0,500,1,0,0,2780
"2576",1,28484,0,350,3,0,0,2782
"2577",1,29105,0,5000,1,0,0,2774
"2578",1,49560,0,0,0,0,0,2770
"2579",1,29346,0,150,1,150,1,2773
"2580",3,75288,0,36866,20,0,0,2774
"2581",1,42366,0,6293,9,0,0,2770
"2582",4,151336,651,11400,6,1000,4,2742
"2583",1,48363,0,790,3,0,0,2766
"2584",4,11529,0,15738,15,0,0,2768
"2585",4,61956,0,17500,2,0,0,2755
"2586",3,15378,0,25236,9,736,3,2741
"2587",1,85346,0,2835,3,0,0,2748
"2588",1,215946,0,2125,10,0,0,2740
"2589",3,66539,0,27894,17,0,0,2741
"2590",3,97131,0,33324,19,1500,3,2727
"2591",1,14513,0,0,0,0,0,2731
"2592",3,211773,0,23256,30,0,0,2675
"2593",4,45742,0,7625,23,250,1,2712
"2594",4,39862,0,14152,18,350,2,2727
"2595",2,75132,0,53001,23,400,3,2720
"2596",3,91296,0,19057,16,0,0,2712
"2597",1,117290,0,1754,8,0,0,2717
"2598",1,75556,0,2790,6,0,0,2712
"2599",1,5103,0,5103,2,0,0,2697
"2600",1,10747,0,990,4,500,1,2697
"2601",4,31789,0,10220,17,0,0,2699
"2602",1,59515,0,3170,5,0,0,2705
"2603",3,86913,0,23705,6,0,0,2691
"2604",4,49129,0,16921,18,500,1,2692
"2605",2,135408,0,62224,15,607,1,2697
"2606",1,41152,10074,3250,19,0,0,2669
"2607",4,145750,0,10986,12,0,0,2531
"2608",1,7041,0,1747,12,0,0,2718
"2609",2,273442,0,54625,35,2850,7,2676
"2610",1,44514,0,3577,13,0,0,2657
"2611",1,96490,0,2000,1,0,0,2665
"2612",1,45050,2900,4875,10,500,1,2669
"2613",2,91048,0,51580,20,100,1,2669
"2614",1,20352,0,1900,5,500,1,2658
"2615",4,34294,0,17683,14,0,0,2661
"2616",2,59696,2586,63827,22,500,1,2654
"2617",1,106155,0,0,0,0,0,2657
"2618",1,29244,0,6252,13,0,0,2650
"2619",1,27592,0,335,3,0,0,2633
"2620",1,16128,0,475,3,0,0,2643
"2621",1,51353,0,8114,16,2004,10,2637
"2622",3,235422,0,30208,14,0,0,2629
"2623",1,7456,0,0,0,0,0,2635
"2624",4,33604,0,13619,16,0,0,2633
"2625",1,24803,0,0,0,0,0,2623
"2626",1,58411,0,2500,1,0,0,2619
"2627",1,3273,0,500,1,0,0,2749
"2628",1,28480,0,2644,6,0,0,2628
"2629",1,46706,0,3344,16,0,0,2609
"2630",1,102230,0,3406,5,500,1,2620
"2631",1,12096,0,50,1,50,1,2607
"2632",1,118487,0,3388,14,0,0,2592
"2633",1,20518,0,5580,10,0,0,2600
"2634",1,6280,0,1220,6,200,2,2578
"2635",1,11700,0,0,0,0,0,2585
"2636",4,391,0,9000,1,0,0,2581
"2637",1,78305,733,130,3,0,0,2580
"2638",1,145214,1692,3500,4,500,1,2560
"2639",2,137760,0,64949,13,0,0,2580
"2640",3,88563,0,42410,27,0,0,2567
"2641",1,25748,0,0,0,0,0,2566
"2642",3,27102,0,27102,9,0,0,2563
"2643",4,25824,0,17760,20,750,2,2559
"2644",1,23054,0,400,3,300,2,2553
"2645",4,29150,0,13952,14,0,0,2544
"2646",3,37529,0,25706,14,0,0,2558
"2647",4,7515,0,13681,18,0,0,2552
"2648",3,194576,0,41315,16,550,1,2539
"2649",1,24265,0,1854,12,0,0,2550
"2650",1,16773,0,140,2,0,0,2525
"2651",1,5432,0,1000,2,1000,2,2535
"2652",2,110480,0,44191,22,500,1,2539
"2653",3,86273,0,35304,15,500,1,2523
"2654",4,20674,0,16876,22,0,0,2528
"2655",1,8335,0,3750,16,0,0,2522
"2656",1,40893,0,1130,3,0,0,2518
"2657",3,644881,2600,14350,28,10850,26,2511
"2658",3,61081,0,37682,21,2000,4,2509
"2659",1,27438,0,2528,6,2528,6,2490
"2660",1,14748,0,2210,7,0,0,2497
"2661",1,49514,0,4500,22,0,0,2569
"2662",4,7457,0,17131,5,0,0,2496
"2663",4,97193,0,13338,12,0,0,2502
"2664",1,68456,0,6317,5,0,0,2488
"2665",3,123842,0,24295,14,0,0,2500
"2666",2,61285,0,55027,22,0,0,2412
"2667",1,20157,0,1450,3,150,1,2455
"2668",4,41073,0,13993,20,0,0,2493
"2669",1,21784,0,6208,14,0,0,2483
"2670",1,12868,0,1875,8,0,0,2483
"2671",2,147862,0,44783,14,0,0,2426
"2672",1,11836,0,5075,14,350,1,2479
"2673",4,25681,1526,14941,20,2963,16,2468
"2674",3,282784,3508,19314,17,3100,7,2460
"2675",2,59704,0,57404,14,0,0,2440
"2676",1,75279,0,5375,21,0,0,2459
"2677",1,66681,0,4478,16,3504,12,2465
"2678",3,72085,0,20310,12,150,1,2462
"2679",1,2039,0,0,0,0,0,2451
"2680",1,2214,0,0,0,0,0,2448
"2681",1,16208,0,0,0,0,0,2451
"2682",1,25829,0,1375,4,0,0,2444
"2683",1,83217,0,3679,4,0,0,2447
"2684",4,9520,0,12515,13,0,0,2438
"2685",4,103215,0,16726,14,0,0,2427
"2686",3,62629,0,36986,14,0,0,2438
"2687",1,45603,0,5964,13,0,0,2432
"2688",4,44792,0,9463,16,0,0,2430
"2689",1,97535,0,0,0,0,0,2418
"2690",4,60085,0,14714,17,0,0,2404
"2691",3,76938,0,23503,13,0,0,2422
"2692",4,2562,0,9075,11,1050,3,2412
"2693",1,7685,0,500,4,0,0,2406
"2694",2,102942,0,56780,18,0,0,2405
"2695",1,7029,0,495,3,0,0,2565
"2696",1,2119,0,0,0,0,0,2399
"2697",3,207311,0,31000,37,12000,24,2395
"2698",4,77753,0,12483,13,0,0,2377
"2699",1,171637,0,4300,8,2800,7,2364
"2700",4,35243,0,10046,15,1500,3,2356
"2701",4,46186,0,9744,14,0,0,2364
"2702",3,54810,0,19665,21,0,0,2368
"2703",1,25637,0,445,3,0,0,2367
"2704",1,35088,0,320,2,0,0,2362
"2705",1,73899,0,2745,14,500,1,2362
"2706",1,81171,0,3700,4,100,1,2348
"2707",1,39418,0,700,3,200,2,2343
"2708",1,62124,0,0,0,0,0,2355
"2709",1,14134,0,2125,9,0,0,2312
"2710",2,405499,1000,72318,46,9729,29,2329
"2711",1,20353,0,1729,5,0,0,2298
"2712",3,93154,0,30752,21,0,0,2333
"2713",1,9492,0,781,6,250,1,2320
"2714",1,18369,0,800,4,700,3,2327
"2715",1,32824,0,1660,5,100,1,2339
"2716",2,109416,0,73665,39,2200,5,2327
"2717",1,28312,0,1726,13,0,0,2335
"2718",3,78462,0,20291,14,0,0,2311
"2719",4,32740,0,10722,4,0,0,2315
"2720",1,57293,0,1000,1,0,0,2319
"2721",3,174743,0,27460,12,0,0,2326
"2722",1,59486,0,3517,4,0,0,2315
"2723",4,211355,0,11238,12,0,0,2294
"2724",4,56805,0,16617,17,0,0,2307
"2725",1,278258,0,1000,1,0,0,2298
"2726",3,18545,0,25053,22,0,0,2304
"2727",4,5570,0,9094,26,0,0,2287
"2728",3,44690,0,24779,15,1000,2,2297
"2729",2,127835,0,52700,21,0,0,2301
"2730",2,32540,0,44283,17,100,1,2297
"2731",3,54396,629,34007,16,0,0,2283
"2732",2,162840,0,57382,15,0,0,2277
"2733",1,109441,0,6500,10,4000,8,2237
"2734",1,7369,0,0,0,0,0,2277
"2735",1,16378,0,0,0,0,0,2272
"2736",1,39859,0,3675,8,0,0,2272
"2737",3,44214,0,24928,13,0,0,2259
"2738",4,73102,0,18156,20,0,0,2272
"2739",4,3552,0,10597,17,0,0,2264
"2740",3,71593,0,22666,17,0,0,2266
"2741",2,74072,0,50272,39,0,0,2264
"2742",4,42970,0,7889,14,0,0,2256
"2743",4,23385,0,18303,15,150,1,2248
"2744",3,51176,0,40397,16,0,0,2243
"2745",1,12426,0,0,0,0,0,2238
"2746",1,10062,0,2000,9,0,0,2242
"2747",1,34790,0,0,0,0,0,2272
"2748",1,95759,0,9198,12,6195,8,2231
"2749",3,51592,0,18678,9,0,0,2230
"2750",1,23294,0,420,4,0,0,2228
"2751",4,33398,0,14086,15,0,0,2223
"2752",1,229576,0,9030,19,9000,18,2217
"2753",2,60250,0,43071,12,0,0,2214
"2754",3,81871,0,23068,20,0,0,2222
"2755",1,259529,0,700,3,200,2,2210
"2756",1,430,0,220,1,0,0,2196
"2757",1,75949,0,952,4,0,0,2195
"2758",3,44206,0,22598,14,500,1,2247
"2759",1,125274,0,3150,4,550,2,2194
"2760",1,104670,0,3993,12,0,0,2202
"2761",1,282971,0,5780,16,300,3,2192
"2762",3,28731,0,29782,11,0,0,2182
"2763",1,16965,1651,2475,13,0,0,2182
"2764",1,50658,1674,1600,3,500,1,2174
"2765",3,124681,0,23392,39,2287,5,2173
"2766",4,74352,0,17868,15,0,0,2188
"2767",3,70308,0,41704,19,0,0,2186
"2768",4,98722,0,18012,19,50,1,2178
"2769",1,79020,0,3422,10,0,0,2179
"2770",1,28335,0,400,3,0,0,2161
"2771",1,22011,0,0,0,0,0,2167
"2772",3,49436,0,33836,13,0,0,2167
"2773",4,145072,0,15000,4,0,0,2152
"2774",4,8992,0,9113,11,0,0,2145
"2775",3,72497,0,24279,13,0,0,2161
"2776",2,187999,0,52429,49,4550,24,2184
"2777",1,62335,0,500,1,0,0,2147
"2778",3,41556,0,26682,4,0,0,2131
"2779",1,15436,0,6147,13,0,0,2138
"2780",4,109618,0,14159,11,0,0,2138
"2781",3,182228,0,41048,12,0,0,2139
"2782",1,1000,0,0,0,0,0,2126
"2783",1,36699,0,2500,13,0,0,2119
"2784",3,135828,0,34495,28,450,2,2142
"2785",3,39098,0,18992,14,0,0,2129
"2786",4,20713,0,13421,12,400,1,2104
"2787",1,18959,0,0,0,0,0,2115
"2788",1,28010,0,150,3,0,0,2115
"2789",1,148976,0,2650,3,650,2,2108
"2790",3,126680,0,18248,39,4723,31,2108
"2791",1,664,0,0,0,0,0,2108
"2792",3,18533,0,27904,14,0,0,2102
"2793",4,202168,0,12463,18,0,0,2098
"2794",1,4653,2433,0,0,0,0,2094
"2795",4,37839,0,11512,16,0,0,2084
"2796",1,29196,0,7011,15,0,0,2082
"2797",1,38378,0,1600,4,600,3,2091
"2798",3,66716,0,22571,16,200,1,2082
"2799",1,7500,0,0,0,0,0,2084
"2800",1,47992,0,645,4,450,1,2073
"2801",1,85823,0,0,0,0,0,2074
"2802",1,32323,0,1250,3,0,0,2074
"2803",2,87633,0,69237,37,4050,9,2068
"2804",1,104523,0,4000,2,0,0,2073
"2805",4,60856,0,17332,8,0,0,2076
"2806",1,15526,0,2750,15,0,0,2063
"2807",3,83781,0,35151,22,200,1,2066
"2808",1,17681,0,500,1,0,0,2059
"2809",4,76909,0,18405,12,0,0,2066
"2810",1,22084,0,2773,10,0,0,2054
"2811",4,50783,0,11595,15,0,0,2060
"2812",1,43220,0,4985,20,100,1,2041
"2813",1,41275,0,0,0,0,0,2035
"2814",1,13738,0,6485,18,900,5,2042
"2815",1,32270,0,0,0,0,0,2040
"2816",3,22053,0,39810,27,0,0,2042
"2817",4,32708,0,11556,13,0,0,2035
"2818",1,7108,0,5598,8,2500,5,2026
"2819",1,47056,0,0,0,0,0,2031
"2820",3,112197,0,32108,16,0,0,2013
"2821",2,106757,0,51234,13,0,0,2013
"2822",2,105294,0,56281,26,850,5,2021
"2823",3,180481,1249,18315,25,3100,7,2019
"2824",4,169139,0,9500,5,0,0,2019
"2825",4,92406,0,9402,26,750,2,1999
"2826",1,41150,0,0,0,0,0,2000
"2827",1,3831,0,2,4,0,0,2013
"2828",1,48014,0,0,0,0,0,2005
"2829",1,19078,0,200,1,200,1,1999
"2830",4,3965,0,8228,12,0,0,2003
"2831",1,37965,0,2250,5,0,0,1998
"2832",2,69884,0,89360,24,450,2,1990
"2833",3,24557,0,18957,20,0,0,1996
"2834",1,16733,0,1000,1,0,0,1983
"2835",1,41824,0,2100,3,0,0,1982
"2836",1,8188,0,500,1,500,1,1985
"2837",1,36146,0,4091,10,3091,9,1975
"2838",1,37331,0,0,0,0,0,1970
"2839",4,15000,0,15000,1,0,0,1976
"2840",2,232194,0,46165,17,0,0,1978
"2841",2,8557,0,200622,5,622,3,1955
"2842",1,1000,0,1000,1,0,0,1970
"2843",3,84179,0,22397,19,0,0,1976
"2844",1,66590,0,1300,13,0,0,1975
"2845",3,66445,0,22276,13,0,0,1975
"2846",4,174286,0,11850,18,2100,5,1950
"2847",4,33951,0,12279,14,0,0,1963
"2848",4,27204,0,7627,16,0,0,1968
"2849",1,16442,0,0,0,0,0,1962
"2850",3,39669,0,31989,14,0,0,1955
"2851",4,8063,0,18250,5,0,0,1950
"2852",1,15243,0,675,3,0,0,1944
"2853",4,17603,2543,7247,14,0,0,1958
"2854",2,66466,0,86952,22,0,0,1956
"2855",2,52537,0,49146,19,100,2,1944
"2856",1,51172,0,500,4,0,0,1939
"2857",3,56186,0,27538,20,400,4,1926
"2858",1,18074,0,1625,6,0,0,1765
"2859",1,31759,0,0,0,0,0,1922
"2860",1,34007,0,440,2,0,0,1937
"2861",1,28338,0,90,2,0,0,1936
"2862",4,28693,0,8229,20,0,0,1937
"2863",4,15036,0,7917,8,0,0,1935
"2864",1,26797,0,0,0,0,0,1928
"2865",4,79192,0,14404,21,150,1,2080
"2866",4,83651,0,14809,18,1997,3,1914
"2867",4,19128,0,10595,27,0,0,1919
"2868",1,11245,0,0,0,0,0,1920
"2869",1,18735,0,4100,19,0,0,1913
"2870",4,43310,0,11943,14,0,0,1804
"2871",1,51142,0,5000,3,0,0,1874
"2872",4,127588,0,11297,11,0,0,1906
"2873",1,43304,0,3750,4,250,2,1887
"2874",1,33064,0,300,3,0,0,1895
"2875",1,10424,0,0,0,0,0,1894
"2876",1,6517,0,2025,8,0,0,1900
"2877",1,47160,0,0,0,0,0,1898
"2878",1,15584,0,2875,16,0,0,1894
"2879",4,164222,0,7300,5,800,3,1892
"2880",1,248738,0,500,1,0,0,1888
"2881",3,25853,0,23163,18,0,0,1886
"2882",1,113183,0,4200,8,600,5,1865
"2883",2,153664,0,55567,17,0,0,1881
"2884",1,21285,0,2375,12,0,0,1879
"2885",1,70353,0,2986,15,150,2,1879
"2886",4,39728,0,16359,11,0,0,1860
"2887",1,28294,0,0,0,0,0,1865
"2888",4,109505,0,15766,23,0,0,1867
"2889",3,78317,0,34282,35,2537,11,1859
"2890",3,20969,0,40234,13,150,1,1831
"2891",4,36398,0,9704,22,0,0,1858
"2892",1,166199,6168,10550,5,50,1,1851
"2893",2,147770,0,64517,31,450,4,1831
"2894",1,16875,0,500,1,0,0,1838
"2895",1,17060,0,0,0,0,0,1836
"2896",2,44101,0,57114,19,0,0,1829
"2897",1,142729,0,0,0,0,0,1823
"2898",4,23578,0,16366,17,500,1,1830
"2899",1,19881,0,800,4,800,4,1822
"2900",2,62960,0,50255,10,0,0,1824
"2901",1,16685,0,400,2,0,0,1817
"2902",1,33405,0,1600,3,0,0,1808
"2903",3,37211,0,23007,18,0,0,1817
"2904",1,2900,0,2900,29,2900,29,1804
"2905",1,99226,0,5796,12,0,0,1811
"2906",3,31899,0,29816,20,500,1,1804
"2907",1,17769,0,5165,10,0,0,1807
"2908",1,50212,0,1507,7,500,1,1801
"2909",1,32125,0,1010,4,500,2,1795
"2910",1,12120,0,1000,1,0,0,1802
"2911",1,82352,0,5760,18,0,0,1797
"2912",1,6286,0,230,3,0,0,1788
"2913",1,17326,0,0,0,0,0,1787
"2914",4,32234,0,17001,13,0,0,1780
"2915",3,60386,2738,24356,14,1565,1,1785
"2916",1,56174,0,6589,15,0,0,1768
"2917",3,81144,0,34664,17,0,0,1769
"2918",1,51737,0,3119,19,0,0,1774
"2919",3,95537,0,29226,17,150,1,1774
"2920",1,36311,0,100,1,100,1,1766
"2921",4,23518,0,11843,13,0,0,1768
"2922",1,34042,0,3463,14,250,1,1761
"2923",1,19591,0,4437,8,0,0,1772
"2924",1,46455,0,6817,11,0,0,1763
"2925",3,89413,0,24667,21,0,0,1767
"2926",2,169546,0,68315,24,600,2,1761
"2927",1,17135,0,60,2,0,0,1747
"2928",3,72253,0,29227,16,0,0,1752
"2929",1,8344,0,1500,2,500,1,1753
"2930",4,52718,0,11540,11,0,0,1755
"2931",4,23933,0,10144,15,0,0,1804
"2932",1,179207,0,7041,6,0,0,3169
"2933",3,76177,0,31922,16,0,0,3057
"2934",4,11472,0,9068,14,0,0,3290
"2935",2,131635,0,60315,9,0,0,2756
"2936",4,124027,0,8698,12,0,0,2952
"2937",1,15138,0,140,3,0,0,2993
"2938",1,43229,0,5000,1,0,0,2644
"2939",2,310226,0,61894,28,1700,9,2900
"2940",1,27043,0,0,0,0,0,2814
"2941",1,55381,0,0,0,0,0,3600
"2942",3,53983,0,24862,13,0,0,3512
"2943",3,59179,0,18908,15,0,0,3530
"2944",1,43510,0,4850,6,350,2,3328
"2945",1,32886,0,3606,10,0,0,3281
"2946",1,7015,0,1150,3,150,2,3398
"2947",1,19627,0,500,1,500,1,3340
"2948",1,79903,0,6600,13,3300,9,3162
"2949",1,28464,0,5167,16,0,0,3344
"2950",1,9768,0,7069,8,100,1,3242
"2951",1,18522,0,4100,8,600,5,3256
"2952",1,55086,0,525,3,400,2,3293
"2953",1,158986,0,3558,14,0,0,3404
"2954",1,18939,0,855,3,0,0,3216
"2955",1,242018,0,3050,3,550,2,3218
"2956",2,61474,0,47717,14,0,0,3354
"2957",3,53892,1619,28641,20,0,0,3131
"2958",1,23315,0,705,5,50,1,3309
"2959",1,33918,0,145,3,0,0,3012
"2960",4,65926,0,11639,17,0,0,3362
"2961",4,67753,0,18303,15,0,0,3134
"2962",3,49280,0,22370,16,0,0,3312
"2963",2,97606,0,42980,24,0,0,3355
"2964",1,36861,0,4642,16,1200,3,3350
"2965",4,49749,0,13609,18,0,0,3265
"2966",1,36300,0,450,2,350,1,3329
"2967",4,80500,0,16368,16,0,0,3146
"2968",4,8210,0,9122,16,0,0,3312
"2969",4,40257,0,12885,31,0,0,3237
"2970",1,31930,6153,1337,6,267,1,3330
"2971",1,9154,0,0,0,0,0,3260
"2972",1,54345,0,1850,8,0,0,3348
"2973",1,38835,0,2625,11,500,1,3378
"2974",1,4858,0,0,0,0,0,3294
"2975",1,56745,0,6000,3,0,0,3280
"2976",4,87507,0,17714,19,0,0,3274
"2977",1,84126,0,5858,11,4358,10,3159
"2978",1,27566,0,6362,24,0,0,3279
"2979",3,22805,0,26334,27,1800,6,3294
"2980",4,38508,0,13523,13,0,0,3279
"2981",1,8184,0,0,0,0,0,2832
"2982",1,12263,0,325,1,325,1,3224
"2983",3,89576,0,20333,15,0,0,3099
"2984",1,183303,4361,11500,3,500,1,3281
"2985",3,326201,0,19350,14,0,0,3119
"2986",3,132894,0,34540,15,0,0,3106
"2987",1,12881,0,500,1,0,0,3244
"2988",4,114037,0,14000,7,500,1,3201
"2989",4,71682,0,11662,11,0,0,3173
"2990",1,94016,0,4773,6,0,0,3161
"2991",2,71263,0,80554,41,0,0,2987
"2992",1,16341,0,0,0,0,0,3190
"2993",4,60331,0,17878,27,0,0,3036
"2994",2,47966,2947,51615,11,650,3,3145
"2995",3,148086,0,32551,14,0,0,2913
"2996",4,15279,0,17984,19,300,1,3139
"2997",1,0,0,5491,18,2116,5,3204
"2998",1,52885,0,1600,6,100,1,3020
"2999",3,36844,0,21715,16,0,0,3161
"3000",3,142527,1000,24091,47,4650,24,3206
"3001",1,20390,0,2500,1,0,0,2528
"3002",2,29182,0,50698,14,0,0,2999
"3003",3,65207,0,34832,18,1450,4,3115
"3004",1,568,0,710,3,0,0,3053
"3005",1,30759,0,510,3,0,0,3195
"3006",1,276,0,2396,3,396,1,3042
"3007",4,22496,0,9712,14,500,1,3180
"3008",4,23846,0,9177,6,0,0,2678
"3009",1,26505,0,0,0,0,0,3102
"3010",4,72131,0,7681,17,0,0,2390
"3011",1,24406,0,5005,14,0,0,3127
"3012",3,63193,0,20372,14,100,1,3036
"3013",1,23179,0,0,0,0,0,2794
"3014",1,14710,0,3500,2,0,0,3149
"3015",2,74073,0,45526,41,200,1,2976
"3016",2,43348,0,68846,25,200,1,2869
"3017",2,97424,0,63796,17,0,0,2873
"3018",1,20603,0,115,5,0,0,3054
"3019",3,92097,2194,20450,8,1850,3,2825
"3020",1,31520,0,130,2,0,0,2858
"3021",3,29350,0,27703,15,0,0,3020
"3022",2,20537,0,44791,21,2612,4,1569
"3023",1,17376,0,4920,11,0,0,2265
"3024",1,24563,0,5718,8,4218,5,1776
"3025",3,52562,0,23773,15,600,2,3021
"3026",1,48224,0,0,0,0,0,2888
"3027",1,13271,0,0,0,0,0,1435
"3028",4,129919,719,7150,5,650,2,3053
"3029",4,17893,0,9623,13,0,0,3074
"3030",1,52693,0,947,4,0,0,2374
"3031",3,50895,0,29618,15,0,0,2980
"3032",1,36459,0,7573,17,5473,15,2885
"3033",2,68532,0,68704,21,0,0,2822
"3034",1,34862,0,2725,5,0,0,3004
"3035",1,20391,0,90,3,0,0,2884
"3036",1,178010,0,5500,4,500,1,2777
"3037",4,20773,0,13619,14,0,0,2765
"3038",1,264735,0,6980,17,0,0,2894
"3039",1,45883,2611,5647,11,0,0,1464
"3040",1,36978,0,100,1,100,1,3033
"3041",1,449205,1121,4750,9,3250,8,3071
"3042",1,45005,0,0,0,0,0,2934
"3043",2,45533,0,56208,16,0,0,2963
"3044",4,26513,0,7670,14,0,0,2678
"3045",1,20417,0,5000,1,0,0,3013
"3046",1,7490,0,0,0,0,0,3042
"3047",1,14394,0,935,4,150,2,2754
"3048",1,103888,0,4379,3,4379,3,2238
"3049",4,61191,0,8502,17,0,0,2112
"3050",4,7329,0,10639,16,0,0,2993
"3051",1,12688,0,0,0,0,0,2993
"3052",3,106921,0,26666,13,0,0,2581
"3053",1,31668,2576,1800,3,300,2,2271
"3054",1,34996,0,6313,14,150,1,2909
"3055",1,23099,0,300,3,300,3,2292
"3056",3,109133,0,21378,16,0,0,2989
"3057",1,103586,0,4000,7,3900,6,2726
"3058",3,45575,0,23223,17,0,0,2964
"3059",4,76430,0,13653,17,0,0,3018
"3060",1,18059,0,0,0,0,0,2019
"3061",1,188759,0,3082,3,0,0,2817
"3062",3,36953,0,25598,16,0,0,2997
"3063",2,27155,0,47252,15,300,1,3001
"3064",3,89112,4670,28670,29,0,0,2680
"3065",1,72768,0,290,3,0,0,2762
"3066",1,23178,0,0,0,0,0,2351
"3067",1,25676,0,0,0,0,0,1597
"3068",3,63190,0,18950,13,250,1,3041
"3069",1,1666,0,980,3,0,0,2761
"3070",3,105544,0,31001,16,500,1,2888
"3071",4,206287,1761,11294,20,150,1,2819
"3072",1,40255,0,2975,13,750,2,2880
